,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
117,116,118,116_خير_الخير_خير الجزاء_الجزاء,"['خير', 'الخير', 'خير الجزاء', 'الجزاء', 'بخير', 'دمتم', 'يجزاهم خير', 'بالخير', 'يستاهلون', 'يجزاهم']","['يجزاهم خير', 'يجزاها خير', 'ويسعدهم', 'خير الجزاء', 'يجزاهم', 'يذكرها بالخير', 'والثناء', 'الف خير', 'الخير', 'بالخير']","['ويجزاهم خير الجزا', 'ويجزاهم خير', 'ويجزاهم خير']"
118,117,118,117_وتاسيس_تاسيس_والتاسيس_قوي,"['وتاسيس', 'تاسيس', 'والتاسيس', 'قوي', 'تاسيس قوي', 'تاسيس ممتاز', 'التاسيس', 'ممتاز', 'وتاسيسهم', 'تاسيسهم']","['تاسيس قوي', 'تاسيس ممتاز', 'والتاسيس', 'تاسيس صح', 'وتاسيس', 'بالتاسيس', 'التاسيس', 'الممتاز', 'ممتازه', 'وتاسيسهم']","['وتاسيس ممتاز', 'وتاسيس قوي', 'وتاسيس قوي']"
119,118,117,118_ومتكامل_واحتواءهم_ومتكامله_احتواءهم,"['ومتكامل', 'واحتواءهم', 'ومتكامله', 'احتواءهم', 'كامل', 'واحتواءها', 'احتواء', 'كامله', 'وعرفت', 'تحتوي']","['ومتكامل', 'ومتكامله', 'متكامل', 'متكامله', 'واجمل', 'دمج', 'واحتواءها', 'والاجمل', 'وتهتم', 'كامله']","['ومتكامل', 'ومتكامل', 'ومتكامل']"
120,119,116,119_يحتاج_تحتاج_تجديد_تحسين,"['يحتاج', 'تحتاج', 'تجديد', 'تحسين', 'ولازم', 'المبني', 'نحتاج', 'تطوير', 'اعاده', 'عمريه']","['يحتاج', 'يحتاجون', 'تحتاج', 'اللازمه', 'نحتاج', 'ضروري', 'يبغي', 'بحاجه', 'المطلوب', 'محتاجه']","['المكان يحتاج تجديد', 'المبني يحتاج ترميم', 'ويمكن يحتاج علاج']"
121,120,115,120_ومتعاونين_ومتعاونه_ماقدرت_مرره,"['ومتعاونين', 'ومتعاونه', 'ماقدرت', 'مرره', 'درجه', 'الاهالي', 'اسجل', 'شي', '', '']","['ومتعاونين', 'ومتعاونه', 'الاهالي', 'ماقدرت', '', '', '', '', '', '']","['ومتعاونين', 'ومتعاونين', 'ومتعاونين']"
122,121,113,121_حب_الاطفال_وحبهم_ويحبون,"['حب', 'الاطفال', 'وحبهم', 'ويحبون', 'والاطفال', 'والحب', 'وحب', 'الاطفال والاطفال', 'للاطفال', 'بحب']","['وحب للاطفال', 'تعامل الاطفال', 'الاطفال الي', 'الاطفال مرره', 'الحب', 'الطفل', 'حب', 'الاطفال', 'والطفل', 'حبهم']","['ويستقبلون الطفل حب', 'واحتضان الاطفال حب', 'وتتعامل الاطفال حب']"
123,122,113,122_راءع مركز_مركز راءع_راءع_مركز,"['راءع مركز', 'مركز راءع', 'راءع', 'مركز', 'رااءع', 'رحله', 'مركز ضيافه', 'يوميا', 'يفتح', 'ضيافه']","['مركز راءع', 'راءع مركز', 'مركز', 'مركز ضيافه', 'راءعه', 'رااءع', 'راءع', 'ساره', 'رحله', 'ضيافه']","['مركز راءع', 'مركز راءع', 'مركز راءع بمتابعه']"
124,123,113,123_مديره المدرسه_او_مديره_المدرسه,"['مديره المدرسه', 'او', 'مديره', 'المدرسه', 'سواء', 'ومديره', 'المديره', 'الي المعلمات', 'معلمات', 'المديره الي']","['مديره المدرسه', 'مديره مدرسه', 'المدرسه استاذه', 'المديره', 'مديره', 'المدرسه', 'للمدرسه', 'المعلمه', 'المعلمين', 'المديره الي']","['مديره المدرسه', 'مديره المدرسه', 'ونستثني مديره المدرسه']"
125,124,109,124_مدرسه_ماشاءالله_ماشاء الله_ماشاء,"['مدرسه', 'ماشاءالله', 'ماشاء الله', 'ماشاء', 'المدرسه', 'المدارس', 'تبارك', 'افضل المدارس', 'مدرسه راءعه', 'تبارك الله']","['مدرسه راءعه', 'المدرسه راءعه', 'افضل مدرسه', 'احلي مدرسه', 'افضل المدارس', 'مدرسه ممتازه', 'المدرسه', 'مدرسه صرح الطفوله', 'ماشاءالله تبارك الله', 'مدارس الموسوعه']","['ماشاءالله مدرسه راءعه', 'ماشاءالله مدرسه راءعه', 'ماشاءالله تبارك الله مدرسه ممتازه الاداره راءعه']"
126,125,109,125_فاطمه_السيف_استاذه_واستاذه,"['فاطمه', 'السيف', 'استاذه', 'واستاذه', 'القحطاني', 'الاستاذه', 'والاستاذه', 'الفاضله', 'جزاها الله', 'جزاها']","['فاطمه', 'الاستاذه مرام', 'هيفاء', 'شيماء', 'الاطفال بنتي', 'فلوسي', 'كانت الام', 'لطافه', 'وفاء', 'اسمها']","['فاطمه السميدع', 'فاطمه السميدع', 'فاطمه الحناكي']"
127,126,109,126_حضانه راءعه_حضانه_راءعه_حضانه راقيه,"['حضانه راءعه', 'حضانه', 'راءعه', 'حضانه راقيه', 'راءعه راءعه', 'رااءعه', 'راقيه', 'اروع', 'مجهود', '']","['حضانه راءعه', 'حضانه راقيه', 'حضانه', 'رااءعه', 'راءعه', 'راءعه راءعه', 'راقيه', 'مجهود', 'اروع', '']","['حضانه راءعه', 'حضانه راءعه', 'حضانه راءعه']"
128,127,109,127_نظيفه_حضانه نظيفه_نظيف_بيءه,"['نظيفه', 'حضانه نظيفه', 'نظيف', 'بيءه', 'ونظيف', 'الحضانه', 'نظيفين', 'والمدرسه', 'حضانه', 'وترجع']","['ونظيف', 'نظيفه', 'نظيفين', 'نظيف', 'حضانه نظيفه', 'بيءه صحيه', 'صحيه', 'مرتب', 'جددا', 'وللامانه']","['وملابسهم نظيفه', 'الد ور نظيفه', 'والاركان نظيفه']"
129,128,106,128_مهارات_تنمي_الطفل_تنميه,"['مهارات', 'تنمي', 'الطفل', 'تنميه', 'ينمي', 'المهارات', 'تنميه مهارات', 'تطوير', 'بتطوير', 'وتطوير']","['بتعليم الطفل', 'تنميه مهارات', 'مهارات', 'مدارك الطفل', 'المهارات', 'الاطفال', 'للاطفال', 'النواحي تعليم', 'ان الاطفال', 'ومهارات']","['تنمي مهارات الاطفال', 'وفعاليتهم تنمي مهارات الطفل', 'تنمي مهارات الطفل']"
130,129,106,129_سعوديات_الطاقم_بنات_الموظفات,"['سعوديات', 'الطاقم', 'بنات', 'الموظفات', 'طاقم', 'مءهل', 'ايدي', 'الطاقم كامل', 'الحاضنات', 'والطاقم']","['سعوديات', 'الموظفات', 'بنات', 'والموظفات', 'متخصصين', 'الطاقم', 'البنات', 'الموظفين', 'ذوات', 'كوادر']","['سعوديات', 'سعوديات', 'وحاضناتهم سعوديات']"
131,130,106,130_ونظافه___,"['ونظافه', '', '', '', '', '', '', '', '', '']","['ونظافه', '', '', '', '', '', '', '', '', '']","['ونظافه', 'ونظافه', 'ونظافه']"
132,131,105,131_اول يوم_اول_يوم_اليوم,"['اول يوم', 'اول', 'يوم', 'اليوم', 'اسبوع', 'الاول', 'دراسي', 'الايام', 'اخر', 'دوام']","['اول يوم', 'اول زياره', 'يوم', 'اول', 'بنتي اول', 'الاول', 'اليوم', 'الاولي', 'اليومي', 'بيوم']","['ويعرفون يكسبونه اول يوم', 'ويعرفون يكسبونه اول يوم', 'اول يوم']"
133,132,104,132_كاميرات_مراقبه_التلفزيون_مكان,"['كاميرات', 'مراقبه', 'التلفزيون', 'مكان', 'توجد', 'والمكان', 'الفصول', 'يوجد', 'لوجود', 'وجود']","['كاميرات', 'كميرات', 'المراقبه', 'الصور', 'مرافق', 'يوجد', 'الاماكن', 'اماكن', 'توجد', 'التلفزيون']","['يوجد كاميرات مراقبه', 'يوجد كاميرات مراقبه', 'كاميرات مراقبه مكان بداخل المركز']"
134,133,104,133_ورحمه_ورحمه الله_الله_واحمد,"['ورحمه', 'ورحمه الله', 'الله', 'واحمد', 'عز', 'لله', 'ربي', '', '', '']","['ورحمه الله', 'الله', 'لله', 'ربي', 'ورحمه', 'واحمد', 'عز', '', '', '']","['ورحمه الله', 'ورحمه الله', 'ورحمه الله']"
135,134,102,134_الامان_المتعه_اللطافه_المصداقيه,"['الامان', 'المتعه', 'اللطافه', 'المصداقيه', 'المسءوليه', 'الامانه', 'الادعيه', 'الراحه', 'الحاضنات', 'البشاشه']","['الامان', 'الامانه', 'الاعتماد', 'اللطافه', 'الراحه', 'المسءوليه', 'السعاده', 'الساحه', 'المسءوله', 'الصراحه']","['الامان', 'الامان', 'الامان']"
136,135,102,135_عسل_العسل_واسلوبها_والمديره,"['عسل', 'العسل', 'واسلوبها', 'والمديره', 'المديره', 'زي', 'مديرتهم', 'وداد', 'ومديرتهم', 'والاداره']","['عسل', 'العسل', 'عسلل', 'وحتي العاملات', 'والمشرفه', 'معلمه نوره', 'ومشرفه', 'والمديره', 'السنه الجايه', 'وروحها']","['ولبنات عسل', 'وماتقصر عسل', 'ومرشده عسل']"
137,136,100,136_قلبي_القلب_اعماق قلبي_اعماق,"['قلبي', 'القلب', 'اعماق قلبي', 'اعماق', 'شكرا القلب', 'شكرا', 'شكرا قلبي', 'شكر القلب', 'اشكركم', 'واشكرهم']","['اشكرهم قلبي', 'اشكركم قلبي', 'اشكرها قلبي', 'شكر القلب', 'شكرا القلب', 'شكرا قلبي', 'شكرا اعماق', 'اعماق قلبي', 'واشكركم', 'اشكركم']","['مشكوريين قلبي', 'اشكرهم اعماق قلبي', 'اعماق قلبي شكرا']"
138,137,100,137_والتقدير_والتقييم_الحرص_حضانه,"['والتقدير', 'والتقييم', 'الحرص', 'حضانه', '', '', '', '', '', '']","['والتقدير', 'والتقييم', 'الحرص', 'حضانه', '', '', '', '', '', '']","['والتقدير', 'والتقدير', 'والتقدير']"
